review,rating
ok,5
selalu g muncul rute dan jadwalnya... gmn mau pesen tiket... aneh bgt masa kereta smp april udh kosong semua??,2
sangat berguna,5
keren,5
"Update Maret 2026 adl update terburuk, loading lama dan sering lemot servernya, bahkan sering ga muncul list kereta nya padahal kl booking di ecommerce muncul list keretanya. Parah",1
mantap,5
sangat baik,5
tidak bisa di download untuk versi yg terbaru 2026 ini,5
alkhamdulillah lancar prosesnya,5
ok,5
"Sesuai permintaan masyarakat,pelayanannya memuaskan pelanggan",5
Bagus,5
"emang parah nih app masaak ampe ngebug ga muncull schedule/jadwal padahal saya sudah memasukkan kota kebsrangkatan & tujuan dg benar namun malah ga ada schedule sama sekali, bahkan aq udah coba dengan tujuan berbeda dan/atau tanggal hari kerja yang perkiraan gaa ada orang utk travelling namun tetap tampilaan schedule ga ada sama sekali.. ini dikasih bintang 1 aja gak pantass..",1
sekarang jadi gak jelas,1
Mohon pelayanan lebih di tingkatkan lagi,5
Lemot parah,5
pop up nya mengganggu banget pas baru masuk,3
tiba2 gak bisa login di kai access di hp samsung A02s,5
ok,5
Kak kok gak bisa di download ya,1
"Kenapa setelah update, layanan pilih kursi menjadi tidak tersedia?!?",1
ac pasundan ga bikin dingin,1
"setelah udpate kq mlah banyak bug, kadangg pencarian kereta tidak tersedia, aku cek di traveloka masih tersedia, tolong dibenerin lagi",2
untuk manajemen KAI INDONESIA.. tolong benahi transportasi kereta Sumbar .. terutama KAI Padang ke Pariaman.. jika season lebaran atau liburan panjang begini.. tambah gerbongnya lagi... ini pihak KAI mengabaikan kenyamanan saat season liburan panjang ini.. jual tiket berdiri... kepikiran tidak buat orang berdiri yang bawa anak2.. habis tu tidak ada pegangan buat berdiri juga.. apakah kai Sumbar memikirkan itu .. dan ini kita bisa2 ribut sama penumpang yang tiket ngak punya tiket bangku.. tolong,3
kenapa setelah di perbarui jadi sering erorr? beberapa jadwal tidak muncul,3
"perbaiki dong servernya, mau top up gak bisa mulu, bikin emosi doang",1
cepat dan mudah,5
terimakasih dengan layanan nya mantap,5
membantu,5
sangat bagus membantu sekali lebih cepat lebih mudah dalam pemesanan apapun,5
govlog amat sih sistem otp nya. tiap masukin kode otp not valid mulu. atau sering mulai lagi ke tampilan awal. niat ga sih bikin mudah???,3
"saran aja seh, kl kai pay nya jangan mahal2 napa udh kena biaya admin buat topup, eh saldonya juga dipotong atdah...",4
sangat cepat💋,5
keren,5
KAI ok,5
memudahkan utk cek kereta,5
good 👍🏻🇮🇩,5
jos,5
bagus sangat membantu,5
"seperti aplikasi pemerintah pada umumnya, masih suka error terutama ketika weekend karena traffic",1
ga bisa dibuka,2
kereta prioritas bagi yang menggendong anak kecil gak di kasih tempat duduk,1
"kenapa makin kesini makin buruk sih, kereta tidak tersedia mulu, sekalinya muncul harganya ngga ngotakk gilaa parahh, tolong diperbaiki secepatnya",1
error mulu,1
sangat membantu khususnya pengguna transportasi darat lebih tepat waktu aman dan nyaman selama diperjalanan.,5
"pilihan pembayaran kurang, belum bisa pakai qris",4
tolong kalo bikin aplikasi itu yang suport semua HP jangan terlalu egois... masa gara2 ga bisa updet harus beli HP baru jangan gila...,4
servernya lemot parah,2
"error terus mau cari tiket huft, tolong diperbaiki",2
ok cepat & praktis,5
"Bagus,,,jadi lebih praktis dan singkat",5
aplikasi ini sangat membantu dan mempermudah kami sebagai pengguna kai,5
"Kesan pertama tampilan nya kurang banget jauh lebih suka sebelum di update dan pembayaran cuma bisa lewat link aja? Klo bisa balikin aja kayak dulu tampilan, menu semua nya deh Kesan kedua setelah 5 tahun udh jauh lbh baik minusnya cmn 1 dan selalu Down servernya klo lg war tiket mudik",5
erorr terus,1
resechedul dgn aplikasi blm bisa dilakukan dgn baik.,5
"BARU UPDATE, COBA PESAN TIKET KERETA BUAT JAM 14:47 SUDAH DI BAYAR, MALAH YANG KEBELI 03:40, MAKSUDNYA APA? UPDATE YANG BENER MASA SISTEM BELI TIKET EROR GINI",1
terima kasih atas kerja samanya,5
"Aplikasi bagus, tapi maximum booking 6x/hari sangat mengganggu. Padahal tidak booking, cuma cari-cari jadwal saja sudah terhitung booking. Akhirnya, saat mau booking beneran malah sudah melewati limit 6x/hari. Kalau cuma cari jadwal jangan dihitung dong..",4
aplikasi GK ada gunanya,1
Jadwal KRL keseringan gak sesuai. Telatnya bisa sampe 30 menit dari jadwal yang tertera di apk,1
merepotkan bagi lansia yang tidak punya hp & pembatalan tiket pun tidak bisa,1
akses mudah dapat point bisa ditukarkan terbaaiiiik,5
apk sampah sering ngebug di saat mau brngkat gajelas emg ni apk,1
"ok, untuk tiket perjalananya",5
dih,1
keren,5
Terbaik,5
curang ga dipersulit return nya,5
"untuk kereta lokal yg terbaru, dari stasiun Probolinggo ke stasiun waru , atau sebaliknya dari stasiun waru ke stasiun Probolinggo kok masih belom bisa pesan lewat aplikasi kai access ya mind ????? mohon infonya ,🙏🙏🙏",5
ok,5
kebanyakan bugs n calo dr org dalam y,2
"anak anak lebih suka naik kereta krna sensasi berbeda dgn angkutan laen,lebiihhh sukaa dan happy",5
sistem terbaik,5
gak bisa bayar pake dana y,2
"fitur search di batasi, pdhl suruh cek berkala, aktif lg kalau sdh dpt notif, baru bisa search lg. bagusan aplikasi sebelumnya",1
"untuk pembayarannya susah harus nunggu 15 menit tidak ada menu bayar, kode pemesanan gagal terus , tolong di perbaiki.",2
aksesnya cepat utk perubahan jadwal 3 jam sebelum berangkat. terima kasih KAI,5
dana ga bisa di tarik kaspro approval juga lama,1
metode pembayaran agak susah,4
gak bisa pake ovo,4
Mana KA Tambahan di rute Surabaya Banyuwangi ini mosok kok Mutiara Timur.F Aja??,1
tanggal 1 dan 2 april tidak tersedia di kalender nya. tolong segera fix kan ya,1
INI KENAPA DAH BERHARI-HARI JADWALNYA GA MUNCUL????,1
sering error,3
akses cepat,5
baik,5
Sudah bener aplikasi yg lama.Yanhmg sekarang aplikasi malah berat ribet dan semarawut,1
awalnya ada banyak jadwal kereta tiba tiba pas kerefresh langsung gaada semua,1
gak bisa di download anjir hahahaha lucu,1
gak ada jadwal nya kocak,1
ngelag mulu setan,1
woyyyy bagusss,5
KLO pesen tiket tp jadwal gak muncul.. masalah nya dimn y,3
memuaskan,5
"untuk di aplikasinya sih menurut saya sudah cukup baik ya dan pelayanan atau pun apa pas di kereta tapi untuk oesesanan tiket di kai lebih di persusah dari apaa apalikasi lain seperti shopi ataupun tiket com, mungkin untuk abdet jadwal juga seuata lebih cepat daripada dari kai",2
"susah bayar tiket kereta lokal, ribet, terjadi gangguan mulu",1
setelah update. langsung hilang kelas ekonomi 😁😀pdahal hanya persekian detik,1
"Di update bln januari 2020 ko malah jadi loading lama pas mau pilih kursi, mohon d perbaiki lagi biar joss",5
aplikasi jelek.....bolak balik bukak aplikasi kai acces..gak ada jadwal...ruwet,1
"very helpful and easy to use for people outside Indonesia,",5
aplikasinya suka ngebug pas cek jadwal kosong semua sampai 1 bulan kadang normal lagi terus ngebug lagi... mohon di perbaiki,1
"bagus, membantu sekali g perlu repot"" harus antri atau bayar keluar dlu",5
"memberikan kemudahan dalam pelayanan informasi, pembelian, maupun refund dll",5
josss,5
g bisa pembayaran lewat shopee,1
kalau mau ada update data diri infokan dong jngan kaya gni. kasian orng yg gatau smpe kehabisan tiket. karena ga bisa beli tiket,1
mantap terbantu,5
"resche tiket kalo lebih mahal suruh nambah tp kalo lebih murah ga direfund, belum dendanya ¼ harga sendiri, najis bgt",1
sempurna,5
mantap jiwa KAI jaya jaya,5
Juooosss gandos!,5
baik,5
sangat memuaskan,5
"kenapa terkadang jadwal kereta tidak tersedia, sudah di gonta-ganti masih sama",3
error mulu bikin kesal,1
Kereennnnn,5
sangat mudah dan menyenangkan,3
pelayanan bagus.. tapi orang dalam yang bermain tiket perlu fi bersihkan,4
sngat bgus,5
Bagus juga dan lebih mudah,5
bagus,5
kenapa di layar smartphone saya untuk yang bulan maret tidak muncul tgl 30 dan 31,3
Sangat Membantu,4
"kenapa mau topup saldo kartu multitrip gak bisa? ketika tekan lanjutkan, tidak beralih kehalaman lain",3
Kenapa sering bug sekarang? perbaiki biar saya ganti bintangnya,1
INI APLIKASI GK JELAS DEH MAU MASUK NYA LAMA BANGET NERIMA KODE VERIFIKASI OTP NYA GK MASUK² DAH KAYA APA AJA NIH APLIKASI PERBAIKI NAPA PERCEPAT PENERIMAAN KODE VERIFIKASI OTP NYA🙏,1
"MAU BELI TIKET CUMAN HARUS DI UPGRADE KE BASIC DULU SUSAH NYA MINTA AMPUN , HARUS NUNGGU BER JAM JAM , PADAHAL SAYA BAYAR LOH. HUBUNGI CS KAI , LAMBAT BGT SLOW RESPON HADUH. KENAPA SIH GEN Z GABISA BELI TIKET LANGSUNG DI TEMPAT! RIBET JADINYA.",1
Aplikasi sering ngelag sampai kehabisan tiket..mohon di perbaiki lagi.,3
tiket di hp lain muncul di hp ini ga muncul apk rusak,1
"setelah di perbarui aplikasinya makin ga jelas! di cek secara berkala tersedia , di back cek lagi malah hilang jadwalnya tidak tersedia terus aja begitu. coba cek di tanggal yg berbeda pun sama!",1
Susah masuknya harus upgrade ke basic. ribettttt !!!!!!,1
terus di tingkat kan ya..,4
"tolong dibenarkan itu appnya, masak tidak ada jadwal kereta sama sekali di semua tanggal maupun juga kereta yg udah full gak ada jadwal samsek",1
saya daftar ke email yang sekarang kenapa.tidak bisa masuk ya,5
pemesanan tiket kurang banyak jadi bingung mau pesan tiket karena terbatas sekali,3
sehabis update malah ngebug🥺,3
pelayanan semakin baik,5
error apa gmn ni app.liat jadwal ge kadang bisa kadang hak,1
"Bagus, mudah digunakan, meskipun terkadang ngelag.",5
pencarian sering ngeblank (error),2
bagus,5
suka hilang jadwalnya tiba2.. masih terlalu banyak bug.. yahh mayan lah.. ga bisa terlalu berharap sama plat merah skrg mh.. gini aja dah alhamdulillah . 🙏,3
"tolong kalo mau pembatalan tiket via aplikasi KAI acces, sediakan menu pengembalian via e wallet, apalagi orang yang ga punya kartu bank, kasian orang yang udah beli asuransi 100% refund tapi ujung"" nya gabisa pakai e wallet, semoga kedepannya lebih baik lagi",4
memudahkan,5
aplikasi tolol masa keberangkatan stasiun jakarta sama bekasi gak ada. ini aplikasi KAI apa kereta china,1
Lag Terus di Keyboard,1
apk tlol banyak bug tiket masih banyak karna bug abis semua,1
memuaskan,5
sering nge bug,1
aplikasi buruk.. lemot suka keluar sendiri.. bukan nya mempermudah malah menyulitkan dan bikin kesel emosi,1
keren,5
eror terus mantap semakin maju,1
"bagus sih, tapi tolong dong kalo mau ratingnya nambah benerin tuh bug ngeselin, saya mau mesen tiket kereta iyauuu",4
sangat mudah untuk di gunakan,5
nyaman dan ka nya bersih,5
sering error,1
apk josss,5
mantabs,5
"aplikasinya kadang eror, selalu muncul warning tidak bisa booking lebih dari 6 bookingan, padahal saya belum booking tiket, sementara belum bisa kasih rating penuh",4
sering eror saat melihat jadwal kereta.,1
Applikasi belum bisa dipakai di Hp POCO X6 versi Android 15. tolong segera di update di hp tersebut. terima kasih.,1
sangat membantu memudahkan.tks,5
"makin parah.!!! sekarang suka error.sdh di update jg mlh makin parah error nya. pdhl cek di online shop msh bnyak tiket. tp di app access by kai mlh ketrgan tidak ada jdwal trs. sdh d bolak balik msh tetp aj. mau pesan tiket tambah ribeut bgd. masak mau cari tiket aj hrs ngu antrian ke sekian menit dr percobaan ke 1 ngu 3mnt. smpe d ulang² ngu 25 mnt, 23mnt ,24mnt. gx mncul² itu pilihan kereta aj. sia² jg kl sdh lama² ngu, tp sdh masuk waktu giliran nya kereta sdh pd habis.",1
"mengapa saat saya mau mendaftar menggunakan email malah sudah terdaftar, padahal saya belum pernah mendaftar sama sekali",1
kereeen,5
KAI makin ok,5
"Di update malah jd semakin busuk, susah buat booking tiketnya, jelas2 tiket masih ada. tp tulisannya tiket tidak tersedia, berulang2 seperti itu terus.",1
sangat memuaskan dan nyaman diperjalanan,5
👍👍👍👍,5
aplikasi nya eror lagi malah gak bisa ngecek tiket kereta... ampuunnn,1
"aplikasi tdk bisa di buka dari pagi, buat pesen tiket",1
"2026 ini maintenance-nya jelekkk bangett anjirr Bug mulu tapi ga pernah diperbaiki, sering ada pemberitahuan maintenance tapi bugnya masih sama ""tidak ada jadwal kereta"" padahal sebelumnya ada banyak tapi pas ke klik masuk dan keluar malah langsung ilang semua ""tidak ada jadwal kereta"" Apa coba?!!!",1
aplikasi gunanya apa ya ga bisa isi dari HP kartu komuternya,1
bagus dan bermanfaat,5
kasih riwayat transaksi yang jelas napa. sekelas bumn kok ngga transparan. bolak balik topup dan yg terakhir 20K baru kepake krl jogja solo sekali jalan udah tinggal 6 ribu aja. sisanya lari kemana itu. tolong riwayat transaksinya di perjelas dan transparan jadi kita top up ngga pusing. Kasih keterangan biaya admin kena berapa ngga tau2 kepotong 3 ribu bae tapi ngg ada riwayatnya.,1
"KAI access memudahkan perjalanan dan aktivitas saya, pokok nya mantap 👍",5
makasih banget buat tim CS nya yang dapat membantu semua kendala dan mudah juga untuk dihubungi nya ★★★★★,5
baik,5
mantap,5
stelah upgrade premium jmlah penumpang cuma 4 orang max.sdng keluarga sy 6 orang jd harus ngalah 2 ga bisa naik kereya,1
sippp,5
"kok ngga ada jadwal terus pdahal sblumnya jga ada,jalur juga sama",3
mantap tetap berinovasi yang lebih baik,5
masih belum bisa di pakai,4
"burukkk sering gabisa diakses jadi gak jelas, udah bayar tapi gak keupdate di aplikasi jadi hilang tiket",1
baik,5
"udah beli tiket bayar dengan cara qris,ehh malah gak ada tiketnya.kemana tiketnya oiii??mau berangkat gimana????",2
setiap mau check in di stasiun pasti gabisa di buka aplikasi nya gausah buat aplikasi kalo gak bisa dipakai lah,1
cepat & mudah diakses . sukses terus kai,5
tidak bisa pakai e wallet,3
Oke,5
bagus,4
"sekarang ribet banget aplikasi nya, kenapa akun I gk bisa order 4 tiket sekaligus?? padahal maksimal kan 4,tapi tetep aja gk bisa makin aneh nih aplikasi",1
"bagus,cepat",5
Ini gimana sih gw mau liat jadwal kereta malah tertera nggak ada jadwal..Error Mulu anying 😂,1
"sering bug, pemesana tiket suka gaada jadwalnya pdhl kalo lewat web booking kai ada",2
sangat baik,5
keren,5
pparah!!! kecewa pembatalan dari aplikasi dari jauh2 hari Uda error!!!,1
terima kasih mempermudah dlm pelayanan pembelian tiket.terima kasih,5
perlu ditingkatkan lagi,4
ini kenapa sih ngecek tiket dari tgl 24 maret 2026-20 april 2026 tiketnya kosong APLIKASI ANEHHH,1
bagus juga,5
terlantung lantung sya di jogja... cukup sekali ini pake kai...,1
Joss Mempermudah perjalan pokoknya,5
"bagus aplikasinya, cuma ada satu masalahnya Pembayaran nya gak bisa semua e-wallet dan bank pun ngak bisa semua bank. kedepan nya tolong update tambah Pembayaran semua e-wallet dan bank🙏",3
bagus,5
"Setelah di update jadi lemot, malas",2
aman nyaman ekonomis mantap,5
pemeliharaan lama tidak kayak biasanya,2
saya merasakan ketidaknyamanan dengan adanya fitur female seat map. karena saya melihat data privasi penumpang pria bocor disini. dan membuat keraguan akan privasi data. demi asas keadilan tolong fitur itu dihapuskan. kai sendiri sudah ada undang-undang tegas tentang pelecehan. jadi jangan berlebihan dan diskriminasi gender. ingat di mata hukum semuanya setara.,1
👍,5
"loding lambat, mungkin karena Lebaran",5
"halo min, saya kesulitan login nih. sebelumnya akun kai nya menjadi warna hitam Abu abu dan ga bisa saya klik apa apa kemudian saya uninstall ulang malah ga bisa masuk",1
jelek bgt aplikasiny,1
"KAI Makin banyak perkembangan, makin bagus pelayananya",5
lebih gampang pemesanan tiketnya,5
railfood gak bisa bayar pakai QRIS,2
pelayanan aplikasi jelek,1
"aplikasi sampah, harga lebih tinggi dibanding sama aplikasi layanan lainnya. Di Traveloka seluruh tiket Tj.Priuk-Cikampek ga sampai 70k, di KAI access malah melampaui 100k++, padahal sama-sama kelas ekonomi.",1
tmksh atas kerja hebatnya Access by KAI,5
aneh sekrang ga bsa d akses,1
setiap hubungi CS via WhatsApp gak pernah puas boot nya ngeselin banget!! padahal digital udah seluruh nya namun ketika komplain capeknya ampun..,1
Lain kali tiket nya banyakin sementara saya kasih bintang 4,4
lemot,2
ok,5
"knp pas menu tgl ,kgk bsa scrol smp bawah si. jd gk bsa pilih tgl di akhr buln. bug ya?",1
sangat membantu,4
Mantap,5
good,5
awalnya eror ga bisa nyari tiket terus saya install ulang malah tiket yang sudah saya beli hilang padahal bukti pembayaran nya ada,1
setelah diperbarui malah gk bisa pilih kursi. error terus.,1
ok,5
tolong kembalikan versi lama aja masak versi baru pesan tiket aja selalu gagal terutama pakai kaspro saldo sudah kepotong tapi tiket tidak keluar,5
"aplikasi suka error, mau melakukan pembatalan tiket tidak bisa",2
Sudah jauh lebih baik,4
"aplikasi JELEK isinya Buzer TAD dan Pegawai KAI semua! muak gw! kompleman gak di baca malah di buzerin... noh aplikasi lu ANEH mau chek tiket doang antri 15 menit! sok paling heboh, mestinya biarin war, ini makin kesini makin PARAH DEVELOPERNYA ECEK ECEK BGT sekelas DANANTARA kek gini",1
baik,4
access by KAI nyari tiket nya sulit tidak tersediah trus dan habis ... notif ngirim trus jadwal yg anda cek masi tersedia giliran di buka sama aja zonk...,1
mantap sangat membantu dalam pemesanan tiket kereta yangbl sesuai sikon yang kita inginkan,5
yang terbaik dan memudahkan,5
"APLIKASI NYA TOLONG BUG NYA DI BENERIN, PESEN TIKET AJA SUSAHNYA MINTA AMPUN BERJAM JAM SERVERNYA NTAH KENAPA RIBET BGTT POKOK BENERIN ANJIRRRRR NGESELINN",1
"mempermudah dalam bepergian, tp saya mnta tolong bugny di fix dong sama mau pesan tiket ditanggal itu tidak ada perjalanan",5
sangat puas,5
"BIJI PLERR,APK NYA CAMPAH BGTT,NGELEG PDHL JARINGAN KENCENG 5G,TRS KLO MAU BATALIN PEMBAYARAN SUKA SUSAHHH JDNYA HRS NUNGGU AGAK LAMA,PLIS PERBAIKI SEMUA JADI LEBIH OPTIMAL SUPAYA PARA PENGGUNA LEBIH NYAMAN MEMAKAINYA",1
"sumpah yaa, pesen tiket disini 3 hari terakhir ini bener"" bikin emosi",3
aplikasi aneh sering bug padahal belum pesan tapi ketulis hanya 1 untuk rute tersebut tolong diperbaiki lagi,1
"aplikasinya cacat,banyak gangguan situsnya",1
baik,5
PESAN TICKET SUKA BUG,1
error mulu apl ta1,1
oy sering eror,1
ok buangeet,5
makin kesini nadi makin lemot aplikasinya,3
mantap,5
aplikasi bosok eror... saat dibutuhin gk bs diakses. payah sekali,1
stasiun paling ribet KERENCENG. TOLOL,1
"ga jelas,,, sinyal aman, ga bisa pesan tiket, liat jadwal tiket ja ga bisa juga,،،، ga jelasss,,,, kaaaiiii,,,",1
"loadingnya terlalu lama, trus pas cari tiket katanya tiket habis, dicoba lagi tiba² tiket tersedia, trus pas ambil tiket pulang gitu lagi, ribet banget pesan tiket doang dr semalaman ga bisa²",2
"UI nya bagus, tpi UX nya jelek. UI nya bagus tapi mungkin bikin berat UX nya jadi banyak banget loading lama ga jelas. Tolong sistemnya diperbaiki, masih cepet penggunaan Access KAI yg versi sebelumnya",3
APLIKASI KALAU PAS HIGH SEASON KOK SELALU SERVER DOWN PERBAIKI LAH,1
"Aplikasi ini bagus banget, tapi kenapa suka ngelegg sampe balik lagi"", dan bahkan gabisa pesan sekaligus lebih dari satu orang 🥺. mohon betulkan min🙏🏻",4
aplikasi tolol,1
"ketika lebaran begini aplikasi down jadwal kereta tidak muncul. transaksi qris sukses tapi gagal di merchant Access by KAI tiket terbooking jadi hangus. harusnya tim IT jangan libur to, soalnya terlalu lambat penanganannya.",1
cari jadwal kereta sekarang kok susah banget ya,1
"gak jelas nih apk, selalu gak ada jadwal tersedia",1
"log out sendiri, pesan tiket tidak bisa hadeh",1
tidak bisa di buka,1
aplikasi sering error,1
"KAI sekarang jelek banget pas mau pesan tiket loading nya lama banget udaa lama ntar malah katanya tidak ada tiket yg tersedia utk keberangkatan ini, padahal mau nambah penumpang lagi di awal pesan bisa mau pesan 1 lagi malah gini terus padahal dulu ngga gini saya sudah sering naik kereta api ngga pernah gini, sekarang ntah kenapa malah gini mohon di perbaiki min",1
bagus,4
pembatal mudah cepat dan aman terimakasih KAI,5
mhn di perbarui dn di mudahkan mosok hanya membuka Aplikasi melihat jadwal KA aja harus ngantri dn menunggu lama setelah giliran bs di buka tdk ada jadwal KA yg di tampilakn s2harusnya ttp di tampilkan walau tdk ada jatah kursi yg tersedia terutama pada hari² besar seperti saat lebaran Natal dn Tahun baru,3
sekarang versi baru lemot masa 1 Minggu g bisa di buka,1
aplikasi sering error (tidak muncul jadwal kereta),1
"Tiket nya kemahalan, Kembalikan PSO👀",1
Ok,5
"parah banget harganya 3x lipat naiknya,padahal lebaran lebih 10hari ..parah KAI udah ambil untung banyak kereta pun sulit ..",1
Aplikasi kurang profesional. di danai angaran DANANRTARA Aplikasi overload karna banyak antrian. KONYOL Kalah dengan aplikasi sebelah TRAVELOKA. ganti aja humas IT KAI ACCES d kantor pusat Bussinesnya.,1
"sumpah yang bikin nih aplikasi ga profesional, lemot banget loading nya padahal internet aman aman aja kalau dipake ke aplikasi lain",1
layanan aplikasi buruk sekali,1
kenapa ga bisa di pakai selalu masa pemeliharaan aplikasi KAI acces aku mau pesan malah eror data hilang tbtb,1
pembayaran sulit loadiiing,1
kenapa dana pembatalan tiket gak bisa di kirim ke ewalet. bikin susah yang gak punya rekening,1
lemott,2
aplikasi sering error,1
kadang suka erorrr perbaiki lagi ya,4
"asli ini versi paling buruk, sangat menggangu karena server lemot parah, sistem antre ok lah tapi kalo pada akhirnya dapat antrian ngisi malah error ga muncul semua list nya, bahkan list habis tiketnya aja ga ada, berarti memang error parah. Gilak sih ini... transisi paling jelek. udah coba sabar eh pas lihat jam literally 1 jam bolak balik aplikasi nyobain segala kemungkinan buat dapat tiketnya. aelah... wasting time bet",1
aplikasi cacat cek harga tiket kereta api lokal aja gak bisa aplikasi macam apa ini,1
sering error gajelas ni apk,1
"kai enak cepat,tapi sayang sekali kalo lebaran susah dapet tiket nya",3
kenapa ahir2 ini saya selalu gagal buka jadwal kereta yah,3
"sistem antriannya tolong diperbaiki saat banyak yang akses. disuruh nunggu 5mnt masih oke.. setelah menit ke-0 ditambah lagi 4mnt.. saat udh 4mnt ternyata jadwal yang diincar tidak ada rute.. padahal hari biasanya ada rute kereta walau tiket udh habis terjual. aku cek rute lain antri lagi, dan setelah menit-0 tidak ada rute..",1
"bro kai tuh milik pemerintah, ko lemot bat apknya, alesannya sedang dalam antrian, emang ga ada budget pemeliharaan apk atau web? aneh banget masa iya kalah sama aplikasi game",4
"aplikasi sering down, hari"" pemeliharaan mulu",1
baik,4
apliksi sering eror,1
saya daftar jadi member basic ga bisa bisa,1
tolong aja saya mau pulang ke jakarta sistem nya down gak bisa pesen jadi nya saya harus di booking id,4
krnapa sekarang buka aplikasi langsung antrian 3 menit padahal posisi g lagi rame pada nyari tiket.kenapa makin ribet sekarang.erorkah hari ini kai acces.mau lihat tiket saja tidak bisa sampai tgl 23 April,1
memudahkan utk pembelian tiket,5
lemot banget woy sinyal padahal bagus hp gak lag,2
suka trobel,1
"server down terus, bukannya mempermudah malah mempersulit, udah gonta ganti wifi sama data seluler sama aja",1
"fitur pembatalan tiketnya ribet, kadang sering gajelas gitu, semoga bisa lebih baik lagi KAI",2
Mudah,5
lelet lelet.,2
"aplikasi g bisa dipakai, semua kereta kosong padahal sudah cek sampai dengan tanggal bukan tanggal liburan panjang, paraaaaaah",1
Aman dan nyaman.,5
"sebenarnya aplikasi nya bagus, tetapi untuk refresh/antrian nya tolong banget wktunya diperhatikan. kalau memang akan di upgrade harusnya lebih awal jadi ketika kita mau pesan tiket gak sesusah ini. Erorr nya kebangetan kalo lgi hari besar!",4
good job,5
"tolong aplikasinya di perbaiki lagi , dari tadi saya mau pesen tiket gak bisa terus jadwal kereta gak keluar",4
server down,2
"aplikasinya suka errorz suruh nunggu 5 menit tapi sejam ditungguin tetep gabisa pesen tiket, harusnya udah antisipasi musim mudik banyak orang buka kai access, mana pengembalian tiket cuman 75% lagi, udahlah tiketnya mahal, dasar kai kapitalis",1
ini kok aplikasinya eror g bisa di buka,1
aplikasi yng sekarang banyak bug nya lemot,1
2026 makin susah aplikasi sering error tolong dipermudah untuk pembayaran dan pencarian kereta,3
sangat membantu,5
sangat baik pelayanannya.,5
setelah di update aplikasi eror,2
"apk gak jelas gak bisa menambahkan tiket untuk refund malah di suruh ke loket,padahal saya udah yakin pasti telat makanya mau refund tiket",1
"untuk fitur fitur apk nya sangat lengkap .tapi kekurangan nya pas saya make itu suka nge bug pas pencarian jadwal kereta ,pas saya cari jadwal ada trus pas saya kembali cari lagi eh malah ilang jadwalnya ,trus ada lagi .kaya mengganggu banget dan menghambat banget pas mau buru buru beli tiket ,dan saya sudah sampe kehabisan tiket kereta karena hal tersebut",5
"parah banget min kai, transaksi berhasil, tiket ga dapet, error mulu ni apk, padahal di riwayat transaksi saya berhasil tapi di apk malah blum lunas, kocak",1
"sering error, masa pas pesen klik tgl 23 tidak tersedia, klik tgl 24 tersedia, klik lagi tgl 23 tersedia, loading lama, perbaikan lah, apalah error aja ini apk, masa kalah sma apk yg bukan official.kya travelloka dll.. mohon d perbaiki apk official masa kaya gini. gedek bgt",1
aplikasi g berguna...mungkin kai kebanyakan utang...aplikasi loding terus g bisa di proses,1
ok,5
apknya lemot bet,2
"apaan mau lihat jadwal yg tersedia malah, anda dalam antrian. halaman ini akan di refresh otomatis! nama app Kai access, tapi kok susah aksesnya",1
jelek connecting train terus,1
"update ui/ux terbaru jujur agak membuat aplikasi eror saat ingin membeli tiket lokal, apalagi yang tercampur dengan kelas eksekutif. walau bisa di filter tapi kalau tanggal-tanggal banyak yang membutuhkan tiket kereta agak gimana gitu",3
bagus cuma di jam jam libur lebaran mungkin karena banyak yang akses jadi loading aplikasinya lama banget kadang bisa kadang harus mulai ulang juga,5
eror bgt ga asik!,1
setelah di perbarui malah ngebug... ayolah dinaikkan lagi tingkat kelancaran apk nya,1
bug nya d perbaiki,5
apk nya lemot bangettt,1
"ini gimana sekarang kok makin banyak kendala sih, mau liat jabwal gak bisa ya buat kereta lokal",5
MENDEKATI HARI LEBARAN SERVER KOK TAMBAH DOWN BUKANNYA DI PERBAIKI DATI JAUH' HARI KARNA PASTI BANYAK YANG AKSES,1
setelah sekian lama pakai KAI acces baru tahun ini kecewa. apa memang rata rata kalo aplikasi bukan milik swasta selalu bermasalah? cari kereta lokal aja tidak muncul. masuk ke antar kota tambah lagi cuma searching. update juga sudah. wah menyusahkan saja.,1
"lelet bat monyett udah pake wifi tetap lelet, pake data pun lelett",2
"aplikasinya sangat membantu...pertama kali naik kereta api indonesia,,pelayanan sangat baik..",5
"Susah banget pemilihan jadwal kereta, lama munculnya, sudah ditunggu lama malah kosong gak terdetek, pas sudah pilih jadwal malah muter-muter saja belum pilih kursi",1
lag anj,1
aplikasi kok makin sering gangguan sekarang,1
"PESAN TIKET AJA NGELAGNYA MINTA AMPUN, MASUK APLIKASI GAK BISA MULU. BOOKING TIKET PUN GAK BISA, TIBA - TIBA UDAH DITEMPATIN ORANG. SISTEM APLIKASI INDONESIA MEMANG SANGAT BURUK SEKALI👎",1
sering eror,1
toppppppppbgt krenmnn,5
bagus,5
"aplikasi bikin kesel cek jadwal aja ga bisa ,mohon segera di perbarui",1
aplikasi lemot bangetttt kek siput,1
ga bisa acces sialan ini kai,1
lelet cuma beli tiket doang banyak ganggu,1
lemot banget parah,1
"sekarang kai buruk sekali tiket hanya bisa pesan 4, selalu bermasalah sangat buruk, biasanya sekali tekan langsung keluar hasilnya sekarang banyak bgt gayanya",1
mudah dan cepat,5
